id|iata|icao|name|city|subd|countryCode|elevation|lat|lon
A03556|QXB|LFMA|Aix-en-Provence (BA 114) Airport|Lyon|Provence-Alpes-Cote-d'Azur|FRA|367.0|43.5055999756|5.3677802086
A03557|CEQ|LFMD|Cannes-Mandelieu Airport|Cannes/Mandelieu|Provence-Alpes-Cote-d'Azur|FRA|13.0|43.5419998169|6.9534797668
A03558|EBU|LFMH|Saint-Etienne-Boutheon Airport|Saint-Etienne/Boutheon|Auvergne-Rhone-Alpes|FRA|1325.0|45.540599823|4.2963900566
A03559|CCF|LFMK|Carcassonne Airport|Carcassonne/Salvaza|Occitanie|FRA|433.0|43.2159996033|2.306319952
A03560|MRS|LFML|Marseille Provence Airport|Marseille|Provence-Alpes-Cote-d'Azur|FRA|74.0|43.439271922|5.2214241028
A03561|NCE|LFMN|Nice-Cote d'Azur Airport|Nice|Provence-Alpes-Cote-d'Azur|FRA|12.0|43.6584014893|7.2158699036
A03562|PGF|LFMP|Perpignan-Rivesaltes (Llabanere) Airport|Perpignan/Rivesaltes|Occitanie|FRA|144.0|42.740398407|2.8706700802
A03563|CTT|LFMQ|Le Castellet Airport|Le Castellet|Provence-Alpes-Cote-d'Azur|FRA|1391.0|43.2524986267|5.7851901054
A03564|BAE|LFMR|Barcelonnette - Saint-Pons Airport|Le Castellet|Provence-Alpes-Cote-d'Azur|FRA|3714.0|44.3883018494|6.6102800369
A03565|MPL|LFMT|Montpellier-Mediterranee Airport|Montpellier/Mediterranee|Occitanie|FRA|17.0|43.5761985779|3.9630100727
A03566|BZR|LFMU|Beziers-Vias Airport|Beziers/Vias|Occitanie|FRA|56.0|43.3235015869|3.3538999557
A03567|AVN|LFMV|Avignon-Caumont Airport|Avignon/Caumont|Provence-Alpes-Cote-d'Azur|FRA|124.0|43.9072990417|4.9018301964
A03568|GAT|LFNA|Gap - Tallard Airport|Avignon|Provence-Alpes-Cote-d'Azur|FRA|1986.0|44.4550018311|6.037779808
A03569|MEN|LFNB|Mende-Brenoux Airport|Mende/Brenoux|Occitanie|FRA|3362.0|44.5021018982|3.5328199863
A03570|SCP|LFNC|Mont-Dauphin - St-Crepin Airport|Mende|Provence-Alpes-Cote-d'Azur|FRA|2963.0|44.7016983032|6.600279808
A03571|BVA|LFOB|Paris Beauvais Tille Airport|Beauvais/Tille|Hauts-de-France|FRA|359.0|49.4543991089|2.1127800941
A03572|EVX|LFOE|Evreux-Fauville (BA 105) Air Base|Evreux/Fauville|Normandy|FRA|464.0|49.0287017822|1.2198599577
A03573|LEH|LFOH|Le Havre Octeville Airport|Le Havre/Octeville|Normandy|FRA|313.0|49.5339012146|0.0880559981
A03574|XCR|LFOK|Chalons-Vatry Air Base|Chalons/Vatry|Grand Est|FRA|587.0|48.7761001587|4.1844902039
A03575|LSO|LFOO|Les Sables-d'Olonne Talmont Airport|Les Sables-d'Olonne|Pays-de-la-Loire|FRA|105.0|46.4768981934|-1.7227799892
A03576|URO|LFOP|Rouen Airport|Rouen/Vallee de Seine|Normandy|FRA|512.0|49.3842010498|1.1748000383
A03577|TUF|LFOT|Tours-Val-de-Loire Airport|Tours/Val de Loire (Loire Valley)|Centre|FRA|357.0|47.4322013855|0.7276059985
A03578|CET|LFOU|Cholet Le Pontreau Airport|Cholet/Le Pontreau|Pays-de-la-Loire|FRA|443.0|47.0820999146|-0.8770639896
A03579|LVA|LFOV|Laval-Entrammes Airport|Laval/Entrammes|Pays-de-la-Loire|FRA|330.0|48.0313987732|-0.7429860234
A03580|ORE|LFOZ|Orleans-Saint-Denis-de-l'Hotel Airport|Orleans/Saint-Denis-de-l'Hotel|Centre|FRA|396.0|47.896900177|2.1633300781
A03581|LBG|LFPB|Paris-Le Bourget Airport|Paris|Ile-de-France|FRA|218.0|48.9693984985|2.4413900375
A03582|CSF|LFPC|Creil Air Base|Creil|Hauts-de-France|FRA|291.0|49.2535018921|2.5191400051
A03583|CDG|LFPG|Charles de Gaulle International Airport|Paris|Ile-de-France|FRA|392.0|49.0127983093|2.5499999523
A03584|TNF|LFPN|Toussus-le-Noble Airport|Toussus-le-Noble|Ile-de-France|FRA|538.0|48.7518997192|2.1061899662
A03585|ORY|LFPO|Paris-Orly Airport|Paris|Ile-de-France|FRA|291.0|48.7252998352|2.3594400883
A03586|POX|LFPT|Pontoise - Cormeilles-en-Vexin Airport|Pontoise|Ile-de-France|FRA|325.0|49.0965995789|2.0408298969
A03587|VIY|LFPV|Villacoublay-Velizy (BA 107) Air Base|Villacoublay/Velizy|Ile-de-France|FRA|584.0|48.7743988037|2.2015399933
A03588|NVS|LFQG|Nevers-Fourchambault Airport|Nevers/Fourchambault|Bourgogne-Franche-Comte|FRA|602.0|47.0026016235|3.1133298874
A03589|LIL|LFQQ|Lille-Lesquin Airport|Lille/Lesquin|Hauts-de-France|FRA|157.0|50.5619010925|3.0894401073
A03590|HZB|LFQT|Merville-Calonne Airport|Merville/Calonne|Hauts-de-France|FRA|61.0|50.6184005737|2.6422400475
A03591|BES|LFRB|Brest Bretagne Airport|Brest/Guipavas|Brittany|FRA|325.0|48.4478988647|-4.4185400009
A03592|CER|LFRC|Cherbourg-Maupertus Airport|Cherbourg/Maupertus|Normandy|FRA|459.0|49.650100708|-1.4702800512
A03593|DNR|LFRD|Dinard-Pleurtuit-Saint-Malo Airport|Dinard/Pleurtuit/Saint-Malo|Brittany|FRA|219.0|48.5876998901|-2.0799601078
A03594|LBY|LFRE|La Baule-Escoublac Airport|La Baule-Escoublac|Pays-de-la-Loire|FRA|105.0|47.2893981934|-2.3463900089
A03595|GFR|LFRF|Granville Airport|Granville|Normandy|FRA|45.0|48.8830986023|-1.5641700029
A03596|DOL|LFRG|Deauville-Saint-Gatien Airport|Deauville|Normandy|FRA|479.0|49.3652992249|0.1543059945
A03597|LRT|LFRH|Lorient South Brittany (Bretagne Sud) Airport|Lorient/Lann/Bihoue|Brittany|FRA|160.0|47.7606010437|-3.4400000572
A03598|EDM|LFRI|La Roche-sur-Yon Airport|La Roche-sur-Yon/Les Ajoncs|Pays-de-la-Loire|FRA|299.0|46.7019004822|-1.3786300421
A03599|LDV|LFRJ|Landivisiau Air Base|Landivisiau|Brittany|FRA|348.0|48.5303001404|-4.1516399384
A03600|CFR|LFRK|Caen-Carpiquet Airport|Caen/Carpiquet|Normandy|FRA|256.0|49.1733016968|-0.4499999881
A03601|LME|LFRM|Le Mans-Arnage Airport|Le Mans/Arnage|Pays-de-la-Loire|FRA|194.0|47.948600769|0.2016669959
A03602|RNS|LFRN|Rennes-Saint-Jacques Airport|Rennes/Saint-Jacques|Brittany|FRA|124.0|48.0694999695|-1.7347899675
A03603|LAI|LFRO|Lannion-Cote de Granit Airport|Lannion|Brittany|FRA|290.0|48.7543983459|-3.4716598988
A03604|UIP|LFRQ|Quimper-Cornouaille Airport|Quimper/Pluguffan|Brittany|FRA|297.0|47.9749984741|-4.1677899361
A03605|NTE|LFRS|Nantes Atlantique Airport|Nantes|Pays-de-la-Loire|FRA|90.0|47.1531982422|-1.610730052
A03606|SBK|LFRT|Saint-Brieuc-Armor Airport|Saint-Brieuc/Armor|Brittany|FRA|453.0|48.5377998352|-2.8544399738
A03607|MXN|LFRU|Morlaix-Ploujean Airport|Morlaix/Ploujean|Brittany|FRA|272.0|48.6031990051|-3.8157799244
A03608|VNE|LFRV|Vannes-Meucon Airport|Vannes/Meucon|Brittany|FRA|446.0|47.7233009338|-2.7185599804
A03609|SNR|LFRZ|Saint-Nazaire-Montoir Airport|Saint-Nazaire/Montoir|Pays-de-la-Loire|FRA|13.0|47.3121986389|-2.1491799355
A03610|BSL|LFSB|EuroAirport Basel-Mulhouse-Freiburg Airport|Bale/Mulhouse|Grand Est|FRA|885.0|47.5895996094|7.5299100876
A03611|DIJ|LFSD|Dijon-Bourgogne Airport|Dijon/Longvic|Bourgogne-Franche-Comte|FRA|726.0|47.268901825|5.0900001526
A03612|MZM|LFSF|Metz-Frescaty (BA 128) Air Base|Metz/Frescaty|Grand Est|FRA|629.0|49.0717010498|6.1316699982
A03613|EPL|LFSG|Epinal-Mirecourt Airport|Epinal/Mirecourt|Grand Est|FRA|1084.0|48.3250007629|6.0699801445
A03614|BVE|LFSL|Brive Souillac Airport|Limousin|Nouvelle-Aquitaine|FRA|1016.0|45.039667|1.4855
A03615|ENC|LFSN|Nancy-Essey Airport|Nancy/Essey|Grand Est|FRA|751.0|48.6921005249|6.2304601669
A03616|RHE|LFSR|Reims-Champagne (BA 112) Airport|Reims/Champagne|Grand Est|FRA|312.0|49.3100013733|4.0500001907
A03617|SXB|LFST|Strasbourg Airport|Strasbourg|Grand Est|FRA|505.0|48.5382995605|7.6282300949
A03618|VTL|LFSZ|Vittel Champ De Course Airport|Luxeuil|Grand Est|FRA|1076.0|48.2238998413|5.9352798462
A03619|TLN|LFTH|Toulon-Hyeres Airport|Toulon/Hyeres/Le Palyvestre|Provence-Alpes-Cote-d'Azur|FRA|7.0|43.0973014832|6.1460299492
A03620|FNI|LFTW|Nimes-Arles-Camargue Airport|Nimes/Garons|Occitanie|FRA|309.0|43.7574005127|4.4163498878
A03621|LTT|LFTZ|La Mole Airport|La Mole|Provence-Alpes-Cote-d'Azur|FRA|59.0|43.2053985596|6.4819998741
A03622|MQC|LFVM|Miquelon Airport|Miquelon|Miquelon-Langlade|SPM|10.0|47.095500946|-56.3802986145
A03623|FSP|LFVP|St Pierre Airport|Saint-Pierre||SPM|27.0|46.7629013062|-56.1730995178
A03624|PYR|LGAD|Andravida Airport|Andravida|West Greece|GRC|55.0|37.9207000732|21.2926006317
A03625|AGQ|LGAG|Agrinion Airport|Agrinion|West Greece|GRC|154.0|38.6020011902|21.3512001038
A03626|AXD|LGAL|Dimokritos Airport|Alexandroupolis|East Macedonia and Thrace|GRC|24.0|40.8558998108|25.9563007355
A03627|HEW|LGAT|Athen Helenikon Airport|Athens|Attica|GRC|69.0|37.8932991028|23.7261009216
A03628|ATH|LGAV|Eleftherios Venizelos International Airport|Athens|Attica|GRC|308.0|37.9364013672|23.9444999695
A03629|VOL|LGBL|Nea Anchialos Airport|Nea Anchialos|Thessaly|GRC|83.0|39.2196006775|22.7943000793
A03630|JKH|LGHI|Chios Island National Airport|Chios Island|North Aegean|GRC|15.0|38.3432006836|26.1406002045
A03631|PKH|LGHL|Porto Cheli Airport|Porto Cheli|Peloponnese|GRC|69.0|37.2975006104|23.1478004456
A03632|JIK|LGIK|Ikaria Airport|Ikaria Island|North Aegean|GRC|79.0|37.6827011108|26.3470993042
A03633|IOA|LGIO|Ioannina Airport|Ioannina|Epirus|GRC|1558.0|39.6963996887|20.8225002289
A03634|HER|LGIR|Heraklion International Nikos Kazantzakis Airport|Heraklion|Crete|GRC|115.0|35.3396987915|25.1802997589
A03635|KSO|LGKA|Kastoria National Airport|Kastoria|West Macedonia|GRC|2167.0|40.4463005066|21.2821998596
A03636|KIT|LGKC|Kithira Airport|Kithira Island|Attica|GRC|1045.0|36.2742996216|23.0170001984
A03637|EFL|LGKF|Kefallinia Airport|Kefallinia Island|Ionian-Islands|GRC|59.0|38.120098114|20.5004997253
A03638|KZS|LGKJ|Kastelorizo Airport|Kastelorizo Island|South Aegean|GRC|489.0|36.1417007446|29.5764007568
A03639|KLX|LGKL|Kalamata Airport|Kalamata|Peloponnese|GRC|26.0|37.0682983398|22.0254993439
A03640|KGS|LGKO|Kos Airport|Kos Island|South Aegean|GRC|412.0|36.7933006287|27.0916996002
A03641|AOK|LGKP|Karpathos Airport|Karpathos Island|South Aegean|GRC|66.0|35.4213981628|27.1459999084
A03642|CFU|LGKR|Ioannis Kapodistrias International Airport|Kerkyra Island|Ionian-Islands|GRC|6.0|39.6018981934|19.911699295
A03643|KSJ|LGKS|Kasos Airport|Kasos Island|South Aegean|GRC|35.0|35.4213981628|26.9099998474
A03644|KVA|LGKV|Alexander the Great International Airport|Kavala|East Macedonia and Thrace|GRC|18.0|40.9132995605|24.6191997528
A03645|JKL|LGKY|Kalymnos Airport|Kalymnos Island|South Aegean|GRC|771.0|36.9632987976|26.9405994415
A03646|KZI|LGKZ|Filippos Airport|Kozani|West Macedonia|GRC|2059.0|40.2860984802|21.8407993317
A03647|LRS|LGLE|Leros Airport|Leros Island|South Aegean|GRC|39.0|37.1848983765|26.8003005981
A03648|LXS|LGLM|Limnos Airport|Limnos Island|North Aegean|GRC|14.0|39.917098999|25.2362995148
A03649|LRA|LGLR|Larisa Airport|Larisa|Thessaly|GRC|241.0|39.6562825886|22.3400008678
A03650|JMK|LGMK|Mikonos Airport|Mykonos Island|South Aegean|GRC|405.0|37.4351005554|25.3481006622
A03651|MLO|LGML|Milos Airport|Milos Island|South Aegean|GRC|10.0|36.6968994141|24.4769001007
A03652|MJT|LGMT|Mytilene International Airport|Mytilene|North Aegean|GRC|60.0|39.0567016602|26.5983009338
A03653|JNX|LGNX|Naxos Airport|Naxos Island|South Aegean|GRC|10.0|37.0811004639|25.3680992126
A03654|PAS|LGPA|Paros Airport|Paros Island|South Aegean|GRC|131.0|37.0102996826|25.1280994415
A03655|JTY|LGPL|Astypalaia Airport|Astypalaia Island|South Aegean|GRC|165.0|36.5798988342|26.3757991791
A03656|PVK|LGPZ|Aktion National Airport|Preveza/Lefkada|West Greece|GRC|11.0|38.9254989624|20.7653007507
A03657|RHO|LGRP|Diagoras Airport|Rodes Island|South Aegean|GRC|17.0|36.4053993225|28.0862007141
A03658|GPA|LGRX|Araxos Airport|Patras|West Greece|GRC|46.0|38.1511001587|21.4256000519
A03659|CHQ|LGSA|Chania International Airport|Souda|Crete|GRC|490.0|35.5317001343|24.1497001648
A03660|JSI|LGSK|Skiathos Island National Airport|Skiathos|Thessaly|GRC|54.0|39.1771011353|23.5037002563
A03661|SMI|LGSM|Samos Airport|Samos Island|North Aegean|GRC|19.0|37.6899986267|26.911699295
A03662|JSY|LGSO|Syros Airport|Syros Island|South Aegean|GRC|236.0|37.4227981567|24.9508991241
A03663|SPJ|LGSP|Sparti Airport|Sparti|Peloponnese|GRC|500.0|36.9738998413|22.5263004303
A03664|JTR|LGSR|Santorini Airport|Santorini Island|South Aegean|GRC|127.0|36.3992004395|25.4792995453
A03665|JSH|LGST|Sitia Airport|Crete Island|Crete|GRC|376.0|35.2160987854|26.1012992859
A03666|SKU|LGSY|Skiros Airport|Skiros Island|Central Greece|GRC|44.0|38.9676017761|24.4871997833
A03667|SKG|LGTS|Thessaloniki Macedonia International Airport|Thessaloniki|Central Macedonia|GRC|22.0|40.5196990967|22.9708995819
A03668|ZTH|LGZA|Dionysios Solomos Airport|Zakynthos Island|Ionian-Islands|GRC|15.0|37.7509002686|20.8843002319
A03669|BUD|LHBP|Budapest Ferenc Liszt International Airport|Budapest|Budapest|HUN|495.0|47.4369010925|19.2555999756
A03670|DEB|LHDC|Debrecen International Airport|Debrecen|Hajdu-Bihar|HUN|359.0|47.488899231|21.6152992249
A03671|MCQ|LHMC|Miskolc Airport|Miskolc|Borsod-Abauj-Zemplen|HUN|390.0|48.1369018555|20.7914009094
A03672|PEV|LHPP|Pecs-Pogany Airport|Pecs-Pogany|Baranya|HUN|1000.0|45.9908981323|18.2409992218
A03673|QGY|LHPR|Gyor-Per International Airport|Gyor|Gyor-Moson-Sopron|HUN|424.0|47.6244010925|17.8136005402
A03674|SOB|LHSM|Sarmellek International Airport|Sarmellek|Zala|HUN|408.0|46.6864013672|17.1590995789
A03675|TZR|LHTA|Taszar Air Base|Taszar|Somogy|HUN|531.0|46.3931007385|17.9174995422
A03676|QZD|LHUD|Szeged Glider Airport|Szeged|Csongrad|HUN|249.0|46.2468986511|20.0907993317
A03677|QAQ|LIAP|L'Aquila / Preturo Airport|L'Aquila|Abruzzo|ITA|2211.0|42.379901886|13.3092002869
A03678|CRV|LIBC|Crotone Airport|Crotone|Calabria|ITA|522.0|38.9972000122|17.0802001953
A03679|BRI|LIBD|Bari / Palese International Airport|Bari|Apulia|ITA|177.0|41.1389007568|16.7605991364
A03680|FOG|LIBF|Foggia / Gino Lisa Airport|Foggia|Apulia|ITA|265.0|41.4328994751|15.5349998474
A03681|TAR|LIBG|Taranto / Grottaglie Airport|Grottaglie|Apulia|ITA|215.0|40.5175018311|17.4032001495
A03682|LCC|LIBN|Lecce Airport||Apulia|ITA|156.0|40.239200592|18.1333007813
A03683|PSR|LIBP|Pescara International Airport|Pescara|Abruzzo|ITA|48.0|42.4317016602|14.1810998917
A03684|BDS|LIBR|Brindisi / Casale Airport|Brindisi|Apulia|ITA|47.0|40.6576004028|17.9470005035
A03685|SUF|LICA|Lamezia Terme Airport|Lamezia Terme|Calabria|ITA|39.0|38.9053993225|16.2423000336
A03686|CIY|LICB|Comiso Airport Vincenzo Magliocco|Comiso|Sicily|ITA|623.0|36.9946010208|14.6071815491
A03687|CTA|LICC|Catania / Fontanarossa Airport|Catania|Sicily|ITA|39.0|37.4668006897|15.0663995743
A03688|LMP|LICD|Lampedusa Airport|Lampedusa|Sicily|ITA|70.0|35.4978981018|12.6181001663
A03689|PNL|LICG|Pantelleria Airport|Pantelleria|Sicily|ITA|628.0|36.8165016174|11.9688997269
A03690|PMO|LICJ|Palermo / Punta Raisi Airport|Palermo|Sicily|ITA|65.0|38.1759986877|13.0909996033
A03691|REG|LICR|Reggio Calabria Airport|Reggio Calabria|Calabria|ITA|96.0|38.0712013245|15.651599884
A03692|TPS|LICT|Trapani / Birgi Airport|Trapani|Sicily|ITA|25.0|37.9113998413|12.4879999161
A03693|NSY|LICZ|Sigonella Airport||Sicily|ITA|79.0|37.4016990662|14.9224004745
A03694|BLX|LIDB|Belluno Airport|Belluno|Veneto|ITA|1240.0|46.1674995422|12.2479000092
A03695|RAN|LIDR|Ravenna Airport|Ravenna|Emilia Romagna|ITA|1.0|44.3642997742|12.2249002457
A03696|AHO|LIEA|Alghero / Fertilia Airport|Alghero|Sardinia|ITA|87.0|40.6320991516|8.290769577
A03697|DCI|LIED|Decimomannu Airport|Decimomannu|Sardinia|ITA|100.0|39.3541984558|8.9724798203
A03698|CAG|LIEE|Cagliari / Elmas Airport|Cagliari|Sardinia|ITA|13.0|39.251499176|9.0542802811
A03699|OLB|LIEO|Olbia / Costa Smeralda Airport|Olbia|Sardinia|ITA|37.0|40.8987007141|9.5176296234
A03700|FNU|LIER|Oristano / Fenosu Airport|Oristano|Sardinia|ITA|36.0|39.8942985535|8.6403999329
A03701|TTB|LIET|Tortoli' / Arbatax Airport|Arbatax|Sardinia|ITA|23.0|39.918800354|9.6829795837
A03702|MXP|LIMC|Malpensa International Airport|Milan|Lombardy|ITA|768.0|45.6305999756|8.7281103134
A03703|BGY|LIME|Bergamo / Orio Al Serio Airport|Bergamo|Lombardy|ITA|782.0|45.6739006042|9.7041702271
A03704|TRN|LIMF|Torino / Caselle International Airport|Torino|Piedmont|ITA|989.0|45.2008018494|7.6496300697
A03705|ALL|LIMG|Villanova D'Albenga International Airport|Albenga|Liguria|ITA|148.0|44.0505981445|8.1274299622
A03706|GOA|LIMJ|Genova / Sestri Cristoforo Colombo Airport|Genova|Liguria|ITA|13.0|44.4132995605|8.8374996185
A03707|LIN|LIML|Linate Airport|Milan|Lombardy|ITA|353.0|45.445098877|9.2767400742
A03708|PMF|LIMP|Parma Airport|Parma|Emilia Romagna|ITA|161.0|44.8245010376|10.2964000702
A03709|AOT|LIMW|Aosta Airport|Aosta|Aosta Valley|ITA|1791.0|45.7384986877|7.3687200546
A03710|CUF|LIMZ|Cuneo / Levaldigi Airport|Cuneo|Piedmont|ITA|1267.0|44.547000885|7.6232199669
A03711|AVB|LIPA|Aviano Air Base|Aviano|Friuli Venezia Giulia|ITA|410.0|46.0318984985|12.5965003967
A03712|BZO|LIPB|Bolzano Airport|Bolzano|Trentino Alto Adige|ITA|789.0|46.4602012634|11.3263998032
A03713|UDN|LIPD|Udine / Campoformido Air Base|Udine|Friuli Venezia Giulia|ITA|305.0|46.0321998596|13.1868000031
A03714|BLQ|LIPE|Bologna / Borgo Panigale Airport|Bologna|Emilia Romagna|ITA|123.0|44.5354003906|11.2887001038
A03715|TSF|LIPH|Treviso / Sant'Angelo Airport|Treviso|Veneto|ITA|59.0|45.648399353|12.1943998337
A03716|FRL|LIPK|Forli Airport|Forli|Emilia Romagna|ITA|97.0|44.1948013306|12.0700998306
A03717|VBS|LIPO|Brescia / Montichiari Airport|Brescia|Lombardy|ITA|355.0|45.4289016724|10.3305997849
A03718|TRS|LIPQ|Trieste / Ronchi Dei Legionari|Trieste|Friuli Venezia Giulia|ITA|39.0|45.8274993896|13.4722003937
A03719|RMI|LIPR|Rimini / Miramare - Federico Fellini International Airport|Rimini|Emilia Romagna|ITA|40.0|44.0203018188|12.611700058
A03720|VIC|LIPT|Vicenza Airport|Vicenza|Veneto|ITA|128.0|45.5733985901|11.5295000076
A03721|VRN|LIPX|Verona / Villafranca Airport|Verona|Veneto|ITA|239.0|45.3956985474|10.8885002136
A03722|AOI|LIPY|Ancona / Falconara Airport|Ancona|The Marches|ITA|49.0|43.6162986755|13.3622999191
A03723|VCE|LIPZ|Venezia / Tessera -  Marco Polo Airport|Venezia|Veneto|ITA|7.0|45.5052986145|12.3519001007
A03724|LCV|LIQL|Lucca / Tassignano Airport|Lucca|Tuscany|ITA|39.0|43.8282012939|10.5781002045
A03725|SAY|LIQS|Siena / Ampugnano Airport|Siena|Tuscany|ITA|634.0|43.2563018799|11.2550001144
A03726|CIA|LIRA|Ciampino Airport|Roma|Latium|ITA|427.0|41.7994003296|12.5949001312
A03727|FCO|LIRF|Leonardo Da Vinci (Fiumicino) International Airport|Rome|Latium|ITA|15.0|41.8045005798|12.2508001328
A03728|QSR|LIRI|Salerno / Pontecagnano Airport|Salerno|Campania|ITA|119.0|40.6203994751|14.9112997055
A03729|EBA|LIRJ|Marina Di Campo Airport|Marina  Di Campo|Tuscany|ITA|31.0|42.7602996826|10.23939991
A03730|NAP|LIRN|Napoli / Capodichino International Airport|Napoli|Campania|ITA|294.0|40.8860015869|14.2908000946
A03731|PSA|LIRP|Pisa / San Giusto - Galileo Galilei International Airport|Pisa|Tuscany|ITA|6.0|43.6838989258|10.3927001953
A03732|FLR|LIRQ|Firenze / Peretola Airport|Firenze|Tuscany|ITA|142.0|43.8100013733|11.2051000595
A03733|GRS|LIRS|Grosseto Airport|Grosetto|Tuscany|ITA|17.0|42.7597007751|11.0719003677
A03734|PEG|LIRZ|Perugia / San Egidio Airport|Perugia|Umbria|ITA|697.0|43.0959014893|12.5131998062
A03735|LJU|LJLJ|Ljubljana Joze Pucnik Airport|Ljubljana|Cerklje-na-Gorenjskem|SVN|1273.0|46.2237014771|14.4575996399
A03736|MBX|LJMB|Maribor Airport||Hoce-Slivnica|SVN|876.0|46.4799003601|15.6861000061
A03737|POW|LJPZ|Portoroz Airport|Portoroz|Piran-Pirano|SVN|7.0|45.473400116|13.6149997711
A03738|GTW|LKHO|Holesov Airport|Holesov|Zlin|CZE|761.0|49.3143997192|17.5688991547
A03739|UHE|LKKU|Kunovice Airport|Uherske Hradiste|Zlin|CZE|581.0|49.0293998718|17.439699173
A03740|KLV|LKKV|Karlovy Vary International Airport|Karlovy Vary|Karlovarsky|CZE|1989.0|50.202999115|12.9149999619
A03741|MKA|LKMR|Marianske Lazne Airport|Marianske Lazne|Karlovarsky|CZE|1772.0|49.9227981567|12.7246999741
A03742|OSR|LKMT|Ostrava Leos Janacek Airport|Ostrava|Moravskoslezsky|CZE|844.0|49.6963005066|18.1110992432
A03743|OLO|LKOL|Olomouc Glider Airport|Olomouc|Olomoucky|CZE|869.0|49.5877990723|17.2108001709
A03744|PED|LKPD|Pardubice Airport|Pardubice|Pardubicky|CZE|741.0|50.0134010315|15.7385997772
A03745|PRV|LKPO|Prerov Air Base|Prerov|Olomoucky|CZE|676.0|49.4258003235|17.4046993256
A03746|PRG|LKPR|Václav Havel Airport|Prague|Praha|CZE|1247.0|50.1007995605|14.2600002289
A03747|BRQ|LKTB|Brno-Turany Airport|Brno|South Moravian|CZE|778.0|49.1512985229|16.6944007874
A03748|VOD|LKVO|Vodochody Airport|Vodochoky|Central Bohemia|CZE|919.0|50.2165985107|14.3957996368
A03749|ZBE|LKZA|Zabreh Ostrava Airport|Zabreh|Moravskoslezsky|CZE|791.0|49.9282989502|18.0783004761
A03750|TLV|LLBG|Ben Gurion International Airport|Tel Aviv|Central District|ISR|135.0|32.0113983154|34.8866996765
A03751|BEV|LLBS|Be'er Sheva (Teyman) Airport|Beersheva|Southern District|ISR|656.0|31.2870006561|34.7229995728
A03752|ETM|LLER|Ilan and Asaf Ramon Airport|Eilat|Southern District|ISL|288.0|29.727167|35.014167
A03753|ETH|LLET|Eilat Airport|Eilat|Southern District|ISR|42.0|29.5613002777|34.9600982666
A03754|EIY|LLEY|Ein Yahav Airfield|Sapir|Southern District|ISR|-164.0|30.6217002869|35.2033004761
A03755|HFA|LLHA|Haifa International Airport|Haifa|Haifa|ISR|28.0|32.8093986511|35.0430984497
A03756|RPN|LLIB|Ben Ya'akov Airport|Rosh Pina|Northern District|ISR|922.0|32.9809989929|35.5718994141
A03757|KSW|LLKS|Kiryat Shmona Airport|Kiryat Shmona|Northern District|ISR|381.0|33.2167015076|35.5999984741
A03758|MIP|LLMR|Mitzpe Ramon Airfield|Mitzpe Ramon|Southern District|ISR|2556.0|30.6506004333|34.8069000244
A03759|MTZ|LLMZ|Bar Yehuda Airfield|Masada|Southern District|ISR|-1266.0|31.3281993866|35.3885993958
A03760|VTM|LLNV|Nevatim Air Base|Beersheba|Southern District|ISR|1330.0|31.2082996368|35.012298584
A03761|VDA|LLOV|Ovda International Airport|Eilat|Southern District|ISR|1492.0|29.9402999878|34.935798645
A03762|SDV|LLSD|Sde Dov Airport|Tel Aviv|Tel-Aviv|ISR|43.0|32.1147003174|34.7821998596
A03763|YOT|LLYT|Yotvata Airfield|Yotvata|Southern District|ISR|300.0|29.9062004089|35.0666999817
A03764|MLA|LMML|Luqa Airport|Luqa|Luqa|MLT|300.0|35.857498|14.4775
A03765|HOH|LOIH|Hohenems-Dornbirn Airport|Hohenems / Dornbirn|Vorarlberg|AUT|1352.0|47.3849983215|9.6999998093
A03766|GRZ|LOWG|Graz Airport|Graz|Styria|AUT|1115.0|46.9911003113|15.4395999908
A03767|INN|LOWI|Innsbruck Airport|Innsbruck|Tyrol|AUT|1906.0|47.2602005005|11.3439998627
A03768|KLU|LOWK|Klagenfurt Airport|Klagenfurt am Worthersee|Carinthia|AUT|1470.0|46.6425018311|14.3376998901
A03769|LNZ|LOWL|Linz Airport|Linz|Upper-Austria|AUT|978.0|48.2332000732|14.1875
A03770|SZG|LOWS|Salzburg Airport|Salzburg|Salzburg|AUT|1411.0|47.7933006287|13.0043001175
A03771|VIE|LOWW|Vienna International Airport|Vienna|Lower-Austria|AUT|600.0|48.1102981567|16.5697002411
A03772|SMA|LPAZ|Santa Maria Airport|Vila do Porto|Azores|PRT|308.0|36.9714012146|-25.1706008911
A03773|BGC|LPBG|Braganca Airport||Braganca|PRT|2241.0|41.85779953|-6.7071299553
A03774|BYJ|LPBJ|Beja International Airport|Beja|Beja|PRT|636.0|38.0788993835|-7.9324002266
A03775|BGZ|LPBR|Braga Municipal Aerodrome|Braga|Braga|PRT|247.0|41.5871009827|-8.445139885
A03776|CHV|LPCH|Chaves Airport|Chaves|Vila-Real|PRT|0.0|41.7223243713|-7.4631500244
A03777|CBP|LPCO|Coimbra Airport||Coimbra|PRT|587.0|40.1571998596|-8.470000267
A03778|CVU|LPCR|Corvo Airport|Corvo|Azores|PRT|0.0|39.6715011597|-31.1135997772
A03779|CAT|LPCS|Cascais Airport||Lisbon|PRT|325.0|38.7249984741|-9.3552303314
